Samra (SEPGCO),Amman East (IPP1),Qatrana (IPP2),Zarqa (ACWA),IPP4 (Levant),IPP3 (Amman Asia),Rehab,Risha,Aqaba steam
1106.008187912014,373.3569242112414,373.0,0.0,0.0,0.0,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,161.0657018699879,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,257.3594756088156,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,297.0,35.0,117.12155595819937
1150.0,380.0,373.0,0.0,0.0,0.0,297.0,35.0,172.3232418938809
1150.0,380.0,373.0,0.0,250.0,0.0,241.02051018568585,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,0.0,297.0,35.0,136.52745056846416
1150.0,380.0,373.0,0.0,250.0,463.8823166540839,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,393.29078787598917,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,264.85313599819466,65.0,35.0,55.0
1098.1862397949283,370.75284707412465,371.7691633022527,0.0,165.2462595586716,143.25,65.0,35.0,55.0
1022.3761492460733,345.51420823301515,346.80776708477663,0.0,150.52372023469107,0.0,65.0,35.0,55.0
916.7500989611591,310.3492622996524,312.02910275446976,0.0,130.01083510689614,0.0,65.0,35.0,55.0
850.4431736807843,288.27441015662083,290.19673951755476,0.0,117.13383802346104,0.0,65.0,35.0,55.0
803.8748432925435,272.77091631308224,274.86354920487327,0.0,112.5,0.0,65.0,35.0,55.0
830.5855274126734,281.6634173617715,283.65836747689127,0.0,0.0,0.0,65.0,35.0,55.0
822.2979773438738,278.90433236992266,280.92959061563477,0.0,0.0,0.0,65.0,35.0,55.0
833.0231044896975,282.47493370542674,284.4609694364685,0.0,0.0,0.0,65.0,35.0,55.0
845.3117531941867,286.56606147288403,288.5071567852681,0.0,0.0,0.0,65.0,35.0,55.0
932.5436518120333,315.60724014317327,317.22932250804286,0.0,0.0,0.0,65.0,35.0,55.0
1018.7943234702957,344.3217494654271,345.62840729607495,0.0,0.0,0.0,65.0,35.0,55.0
1021.7725197051146,345.31324833614946,346.6090147019295,0.0,0.0,0.0,65.0,35.0,55.0
1008.8896693947758,341.0242994129559,342.36717923281645,0.0,0.0,0.0,65.0,35.0,55.0
1019.6361075037314,344.60199557842185,345.90557494797997,0.0,0.0,0.0,65.0,35.0,55.0
1031.8985774461587,348.6844079319256,349.9431426203278,0.0,0.0,0.0,65.0,35.0,55.0
1089.8751202055728,367.98591533505976,369.0326258891094,0.0,0.0,0.0,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,133.3996922575291,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,288.69424095856397,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,297.0,35.0,141.68666789956583
1150.0,380.0,373.0,0.0,250.0,0.0,211.8515523399824,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,0.0,297.0,35.0,126.16858693607364
1150.0,380.0,373.0,0.0,250.0,517.0903854145952,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,496.58790742132675,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,384.81193504456365,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,234.28095495593675,143.25,65.0,35.0,55.0
1094.3338781707348,369.4703217135236,370.5007262884158,0.0,164.49811976498765,0.0,65.0,35.0,55.0
976.6274625914434,330.2835895703558,331.74445446045706,0.0,141.63919268147308,0.0,65.0,35.0,55.0
892.3599339714914,302.2293067502972,303.9983436865279,0.0,125.27419436977227,0.0,65.0,35.0,55.0
837.9628299619097,284.1194634278526,286.0874342490647,0.0,114.71011909834625,0.0,65.0,35.0,55.0
793.2074655899866,269.21954087918755,271.35118509203267,0.0,112.5,0.0,65.0,35.0,55.0
845.4725881490114,286.6196065261673,288.5601136542539,0.0,0.0,0.0,65.0,35.0,55.0
853.0509712303431,289.1425961731199,291.05538864220597,0.0,0.0,0.0,65.0,35.0,55.0
884.8048126551588,299.7140613928101,301.510727918195,0.0,0.0,0.0,65.0,35.0,55.0
974.9359745341956,329.7204606270733,331.1875114032939,0.0,0.0,0.0,65.0,35.0,55.0
1064.1134536502598,359.40936050670706,360.5502832160681,0.0,0.0,0.0,65.0,35.0,55.0
1089.1943336877837,367.7592683949759,368.8084686313219,0.0,0.0,0.0,65.0,35.0,55.0
1075.1484568558224,363.08312554905586,364.18369250605775,0.0,0.0,0.0,65.0,35.0,55.0
1069.483049978264,361.19700251404265,362.318288246808,0.0,0.0,0.0,65.0,35.0,55.0
1104.0204567326225,372.69517022853717,373.0,0.0,0.0,0.0,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,118.55252625065826,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,238.6176277259466,35.0,55.0
1150.0,380.0,373.0,0.0,0.0,0.0,297.0,35.0,142.2037413979316
1150.0,380.0,373.0,0.0,250.0,0.0,203.5075272723752,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,0.0,286.1000039772759,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,388.6694362345764,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,573.0,104.65798488974796,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,573.0,85.5309273617273,35.0,55.0
1150.0,380.0,373.0,0.0,250.0,474.9995508459577,65.0,35.0,55.0
1150.0,380.0,373.0,0.0,245.29004888081974,203.3833866795692,65.0,35.0,55.0
1038.3535782287597,350.8334019812884,352.0685302956635,0.0,153.6265832545171,143.25,65.0,35.0,55.0
976.733382723813,330.3188524218776,331.7793299548977,0.0,141.65976267819414,0.0,65.0,35.0,55.0
799.5724916434447,271.33858060878606,273.44694749126813,0.0,112.5,0.0,65.0,35.0,55.0
792.1839635359725,268.8787973382239,271.01418456723866,0.0,0.0,0.0,65.0,35.0,55.0
733.8431863039988,249.4560292659643,251.80477265940925,0.0,0.0,0.0,65.0,35.0,55.0
713.5885607411957,242.71287442021125,245.13569034794662,0.0,0.0,0.0,65.0,35.0,55.0
717.1471575326875,243.89759981166438,246.3074017104785,0.0,0.0,0.0,65.0,35.0,55.0
742.1292915967214,252.21463326403838,254.53307381053477,0.0,0.0,0.0,65.0,35.0,55.0
851.1365126269881,288.5052360418166,290.4250298153753,0.0,0.0,0.0,65.0,35.0,55.0
946.4261468328289,320.2289900382953,321.8003031808321,0.0,0.0,0.0,65.0,35.0,55.0
969.5305814951158,327.9209012053672,329.4077198691748,0.0,0.0,0.0,65.0,35.0,55.0
